,mfcc,mfcc.1,mfcc.2,mfcc.3,mfcc.4,mfcc.5,mfcc.6,mfcc.7,mfcc.8,mfcc.9,mfcc.10,mfcc.11,mfcc.12,mfcc.13,mfcc.14,mfcc.15,mfcc.16,mfcc.17,mfcc.18,mfcc.19,mfcc.20,mfcc.21,mfcc.22,mfcc.23,mfcc.24,mfcc.25,mfcc.26,mfcc.27,mfcc.28,mfcc.29,mfcc.30,mfcc.31,mfcc.32,mfcc.33,mfcc.34,mfcc.35,mfcc.36,mfcc.37,mfcc.38,mfcc.39,mfcc.40,mfcc.41,mfcc.42,mfcc.43,mfcc.44,mfcc.45,mfcc.46,mfcc.47,mfcc.48,mfcc.49,mfcc.50,mfcc.51,mfcc.52,mfcc.53,mfcc.54,mfcc.55,mfcc.56,mfcc.57,mfcc.58,mfcc.59,mfcc.60,mfcc.61,mfcc.62,mfcc.63,mfcc.64,mfcc.65,mfcc.66,mfcc.67,mfcc.68,mfcc.69,mfcc.70,mfcc.71,mfcc.72,mfcc.73,mfcc.74,mfcc.75,mfcc.76,mfcc.77,mfcc.78,mfcc.79,mfcc.80,mfcc.81,mfcc.82,mfcc.83,mfcc.84,mfcc.85,mfcc.86,mfcc.87,mfcc.88,mfcc.89,mfcc.90,mfcc.91,mfcc.92,mfcc.93,mfcc.94,mfcc.95,mfcc.96,mfcc.97,mfcc.98,mfcc.99,mfcc.100,mfcc.101,mfcc.102,mfcc.103,mfcc.104,mfcc.105,mfcc.106,mfcc.107,mfcc.108,mfcc.109,mfcc.110,mfcc.111,mfcc.112,mfcc.113,mfcc.114,mfcc.115,mfcc.116,mfcc.117,mfcc.118,mfcc.119,mfcc.120,mfcc.121,mfcc.122,mfcc.123,mfcc.124,mfcc.125,mfcc.126,mfcc.127,mfcc.128,mfcc.129,mfcc.130,mfcc.131,mfcc.132,mfcc.133,mfcc.134,mfcc.135,mfcc.136,mfcc.137,mfcc.138,mfcc.139,track_genre_top
46928,-0.94780802727,0.56153780222,-0.68707698584,0.50329381227,1.5398573875,0.29632395506,1.9991573095,0.54693263769,0.88433104753,0.78155559301,0.45540434122,0.59618425369,0.087741047144,0.23134933412,0.19074350595,-0.077478021383,0.59355276823,0.72850483656,0.26085886359,0.064698897302,-48.825164795,240.37886047,125.13522339,118.48266602,77.316322327,77.078552246,36.286659241,50.693489075,54.84942627,37.76795578,44.536422729,46.802642822,30.952688217,41.302837372,44.076602936,29.154125214,32.737190247,33.312515259,26.405130386,18.046987534,-280.2902832,167.79443359,-11.760653496,20.485942841,18.330120087,8.8224554062,2.1407721043,4.795132637,1.6642874479,-10.874609947,-5.9272723198,0.0043641640805,-3.0539712906,-3.2089085579,-2.3590376377,-4.4577403069,-2.7441935539,0.023440517485,-4.2875618935,-7.0832943916,-266.9581604,171.71765137,-15.23244381,18.381044388,20.794189453,9.2616100311,3.5307564735,5.3509888649,1.734844327,-9.9347400665,-6.7038216591,-1.2265219688,-2.5768685341,-2.7285242081,-2.8624091148,-3.9952206612,-1.5256977081,-0.40998342633,-3.9928302765,-6.7285490036,-517.81066895,-7.9684090614,-118.06704712,-31.836015701,-71.118774414,-37.883739471,-59.976902008,-35.853248596,-50.181175232,-60.042541504,-44.329685211,-32.147144318,-38.417865753,-39.730041504,-30.250940323,-33.765609741,-42.269504547,-28.132396698,-29.805339813,-38.032306671,-0.23102793097,-0.79564225674,0.1784799397,0.61441558599,-0.85483288765,0.10356035829,-0.95909011364,-0.25553390384,0.2106577754,-0.44487610459,0.35837066174,0.67212569714,-0.2000310719,-0.30328300595,0.34452059865,-0.15978869796,-0.66106814146,0.34556272626,-0.11178187281,-0.20767606795,102.24317169,41.979969025,43.263957977,22.4741745,17.463064194,14.873296738,12.336689949,10.008524895,9.6976270676,11.34523201,10.087013245,11.355656624,8.9388389587,8.5498247147,8.361114502,7.5009870529,8.6683359146,7.4832320213,7.2465558052,7.0906043053,Pop
46930,0.65550684929,1.6982215643,1.2632963657,-0.059977371246,-0.21577684581,1.2064197063,-0.47796705365,0.88381874561,-0.11450529099,-0.21349667013,0.46732607484,-0.2895128727,0.22461795807,0.10056560487,0.65574210882,0.55752336979,0.13375346363,0.53828406334,0.068141393363,-0.080866165459,-26.486618042,246.51519775,99.094779968,122.93234253,79.647293091,78.98966217,53.932834625,54.794914246,44.564296722,28.475376129,26.090932846,37.502723694,25.306781769,18.760753632,37.025577545,20.03304863,19.356899261,35.416557312,17.193325043,11.109879494,-198.74406433,192.44833374,-47.324790955,29.473545074,8.8663187027,10.237406731,-6.4956507683,1.907351613,2.519456625,-14.503046036,-6.5634346008,-0.13313521445,-2.6867015362,-4.1367545128,-2.0379333496,-4.0105810165,-2.322783947,1.778650403,-3.615026474,-9.8982439041,-172.11076355,194.76091003,-57.801807404,33.1822052,10.041759491,9.4224557877,-5.5006732941,1.8730312586,2.3541471958,-13.429707527,-7.1424918175,-0.86693155766,-1.8875098228,-3.4149844646,-2.8669464588,-3.4895746708,-1.0384737253,1.2099112272,-3.4369120598,-9.0925989151,-506.77838135,16.195402145,-121.43157196,-34.888442993,-74.509742737,-31.498664856,-51.680919647,-42.933876038,-35.843780518,-52.440307617,-40.127578735,-28.100986481,-33.166778564,-36.812862396,-30.31265831,-27.809352875,-32.315727234,-21.292272568,-29.665775299,-38.497119904,-1.1193158627,-1.0739763975,1.2540819645,-0.27271541953,-0.25473839045,0.48455202579,-0.025228822604,0.035420421511,0.138240695,-0.17494012415,0.21296872199,0.2834623754,-0.53399980068,-0.41338008642,0.64984977245,-0.45544826984,-0.58542817831,0.50143152475,-0.14603750408,-0.43871027231,101.96137238,34.706874847,44.616378784,22.156232834,24.427858353,15.249098778,15.395389557,10.755346298,11.683877945,12.553346634,8.8471231461,10.89512825,7.9831757545,7.8898758888,9.4439630508,6.2678322792,7.959291935,7.5495491028,6.288892746,7.7731637955,Pop
47032,-0.59269559383,0.61544412374,-1.0477159023,0.24628166854,-0.41179636121,-0.34080499411,-0.2279509753,-0.098218888044,-0.066116265953,-0.057106643915,-0.42275291681,0.16279736161,0.16148392856,0.10521422327,0.41361251473,-0.20223097503,0.16370163858,0.072730228305,0.20184028149,0.07641107589,-19.450956345,228.23419189,61.363079071,113.32313538,104.51216888,64.365272522,47.542137146,35.891853333,33.453212738,34.315834045,40.911052704,41.037075043,26.333076477,30.105993271,29.402484894,20.146593094,20.025211334,30.390319824,27.721141815,29.023799896,-229.36763,143.46177673,-15.888996124,32.772930145,32.580078125,15.253988266,8.7340984344,-0.55965250731,5.7512259483,7.6210865974,5.3998174667,8.5001850128,3.4409697056,1.4493309259,2.4868919849,-1.6909199953,-2.2644674778,1.9479115009,-0.014603917487,-3.8643722534,-224.09526062,141.70458984,-16.979776382,30.961942673,34.216068268,18.453039169,10.106562614,3.0030419827,6.3461647034,8.7585191727,5.9093294144,8.8140602112,3.8443274498,1.8261727095,2.7790660858,-0.70558577776,-1.5333937407,2.0666251183,0.44053074718,-3.9239177704,-464.98190308,0.02218651399,-92.481994629,-33.110107422,-33.625465393,-49.818050385,-40.175018311,-52.7996521,-25.084264755,-29.215028763,-30.387552261,-25.968416214,-27.456104279,-27.33335495,-26.170408249,-35.256225586,-32.172294617,-20.935710907,-28.92036438,-32.360218048,-0.10090281069,-0.46132332087,0.067642778158,0.45487213135,0.014402838424,-0.49589183927,-0.3263373673,-0.73704087734,-0.2522290051,-0.4306114614,-0.22764983773,-0.14786420763,-0.2740971446,-0.17043194175,-0.17466948926,-0.38980364799,-0.44194844365,-0.0059051411226,-0.0992821455,0.23323822021,88.042114258,37.900733948,32.66620636,21.53159523,24.964847565,17.840255737,12.894117355,15.225846291,9.0645694733,10.208082199,10.945790291,10.571458817,7.5432753563,7.4786138535,8.1644773483,8.5234174728,7.8598279953,7.4355883598,7.7474389076,9.7260866165,Rock
47068,3.7142467499,-0.72818827629,1.7451962233,2.4166040421,0.36395466328,1.4615944624,1.365459919,0.52011305094,0.089491523802,0.65378814936,0.53231984377,1.1510145664,0.65793573856,0.88942044973,0.60846561193,0.49373361468,-0.089321807027,0.71696436405,1.1918751001,1.5998091698,32.016216278,152.08418274,52.501625061,64.023269653,18.339740753,65.691223145,44.485191345,63.614128113,36.203548431,64.800743103,39.620567322,66.673660278,35.630878448,55.588954926,44.361457825,66.374168396,47.073001862,58.568050385,44.203041077,55.634750366,-135.26046753,76.478813171,-6.7405366898,27.625185013,-15.362857819,15.249198914,-20.400568008,10.289699554,-16.003290176,16.708507538,-3.4151284695,21.568220139,-2.8799266815,16.127388,-6.1086959839,10.107600212,-7.5457701683,7.8504471779,-6.5802941322,5.851131916,-118.18383789,78.075210571,-5.7721157074,29.071594238,-14.77068615,16.005727768,-20.172538757,11.052383423,-15.889757156,17.223577499,-4.2531762123,21.920211792,-2.202562809,17.030460358,-6.3356838226,9.7761335373,-9.2340908051,7.7081189156,-5.6623258591,6.3760695457,-533.03155518,-7.3668308258,-86.56905365,-37.279457092,-74.174133301,-27.829376221,-69.927619934,-32.300258636,-57.529445648,-41.387451172,-55.043136597,-22.672452927,-50.68523407,-36.814178467,-60.221630096,-46.005542755,-57.259735107,-37.947986603,-54.804920197,-35.018112183,-1.5652748346,-0.20411387086,-0.51376754045,-1.0649170876,-0.34565594792,-0.3603977561,0.36817055941,-0.086649157107,0.075544759631,-0.13254958391,0.27538275719,-0.18485718966,-0.25128385425,-0.46729367971,0.13095726073,0.26577216387,0.2244412154,0.049112293869,-0.036088556051,-0.061272241175,88.427963257,29.40586853,17.416919708,11.806794167,11.851465225,10.071969986,13.229395866,12.821895599,13.357546806,13.402407646,13.073094368,11.741644859,10.47535038,11.10313797,13.325615883,15.725543976,15.115636826,12.818563461,11.536541939,9.4573869705,Electronic
47069,5.4202456474,4.7420420647,1.5849051476,1.8696848154,1.5520615578,1.110276103,0.73763334751,1.2628930807,0.6852491498,0.5315772891,1.0828299522,1.3846395016,2.1381776333,1.7707881927,0.99348926544,1.0139009953,0.90783751011,2.2683985233,2.1499080658,0.93215638399,2.0156707764,178.65008545,68.616783142,75.629203796,30.10726738,48.69839859,16.880153656,51.612781525,20.911237717,47.142711639,27.537187576,36.50894928,22.842468262,42.240856171,50.234447479,62.034679413,47.152942657,58.673118591,57.712043762,40.404144287,-154.42048645,124.68088531,-21.759540558,47.581558228,-14.510053635,20.767715454,-17.061317444,7.1555495262,-13.846505165,6.4449481964,-5.0865507126,4.9566082954,-3.7763824463,2.1082847118,-0.62120062113,-0.29990777373,-1.8024767637,-2.843818903,3.9786734581,1.2448109388,-139.18206787,131.38659668,-20.674390793,49.493385315,-13.358025551,22.325920105,-16.179422379,9.2650098801,-12.791584969,7.229408741,-4.2197709084,6.3402481079,-2.8738110065,3.0275182724,-1.2821676731,-0.86064493656,-2.7424480915,-3.5994150639,2.5462853909,0.12580814958,-539.25964355,-3.7303493627e-14,-79.389549255,-7.1354260445,-59.857933044,-27.770030975,-73.019851685,-61.602573395,-69.593917847,-46.708747864,-59.440723419,-48.06427002,-52.491893768,-48.462619781,-31.985492706,-35.240749359,-43.543540955,-41.493404388,-34.551635742,-24.790159225,-1.8790214062,-1.864027977,0.26962441206,-1.089648366,-0.46126008034,-0.89478248358,-0.55666702986,-0.90991312265,-0.6105953455,-0.48675900698,-0.64388996363,-0.86810266972,-0.9013453722,-0.71348410845,0.56845194101,0.60086423159,0.51968979836,0.82154750824,1.0905259848,0.75687867403,82.988235474,26.047700882,15.104943275,11.700112343,10.289243698,10.103757858,11.591329575,13.538125038,10.812278748,10.432831764,10.60641098,11.852734566,9.0540866852,9.1424884796,10.825741768,11.882937431,10.812356949,11.006151199,11.380095482,8.749004364,Electronic
47070,9.1292905807,0.16700531542,1.2698543072,3.8733637333,0.93393427134,1.6422407627,0.74726885557,0.81514334679,0.09599545598,1.3857617378,0.20346611738,0.44156849384,0.47589156032,0.17840273678,0.11191134155,0.53824543953,-0.077872663736,0.75364500284,0.20062096417,-0.054482404143,13.387598038,140.34950256,34.871883392,62.236087799,15.508131981,60.978813171,23.795139313,50.324790955,25.487581253,60.099769592,14.423003197,34.892513275,18.693847656,39.2371521,18.406772614,44.226192474,37.244937897,57.022945404,31.731218338,43.132598877,-137.81793213,89.989646912,-9.0662994385,34.50453949,-10.503891945,22.238790512,-13.585219383,14.974327087,-17.094076157,10.671895981,-16.297164917,7.8518891335,-15.194691658,6.3723835945,-15.44190979,5.632294178,-8.4644069672,11.076174736,-4.5487174988,6.7917881012,-132.66049194,91.223937988,-8.2407112122,35.403308868,-9.2851905823,23.208786011,-12.758112907,15.992912292,-16.516517639,10.768074989,-16.438097,8.4690685272,-15.184043884,7.3758168221,-15.552091599,6.5759367943,-8.877322197,11.148662567,-5.1836662292,6.0162968636,-577.37097168,-8.970602039e-14,-81.296905518,-22.882526398,-58.921600342,-19.875009537,-51.406944275,-18.064048767,-58.87241745,-23.665428162,-48.48034668,-28.946208954,-58.275447845,-31.865505219,-46.822639465,-32.105106354,-47.421058655,-36.547668457,-46.471424103,-24.796916962,-2.0340950489,-0.51476806402,-0.28806445003,-1.3116563559,-0.68924641609,-0.81962841749,-0.48139432073,-0.66712999344,-0.21316404641,-0.14216287434,0.15913906693,-0.34643596411,-0.099099576473,-0.46033108234,-0.010469099507,-0.52795898914,0.02073659189,-0.28623789549,0.16103380919,0.31574371457,78.933227539,23.426395416,10.511323929,7.7499294281,8.7679262161,7.7124896049,8.1625728607,8.0583486557,9.5680007935,8.948387146,8.279214859,8.6118917465,10.132090569,10.547846794,8.471411705,9.9854784012,9.5122098923,10.588162422,9.6156797409,10.162335396,Electronic
47071,5.6730298996,-0.14942660928,3.5092573166,2.1643595695,0.47726005316,1.1651977301,0.68590587378,0.015606609173,0.7180865407,0.74954259396,0.75832313299,0.26411759853,0.052931223065,-0.40658128262,0.51170736551,1.1382735968,0.87189465761,2.3504726887,2.2580969334,1.0079795122,-30.429067612,144.76278687,61.818317413,76.246185303,43.516555786,57.456821442,16.322961807,50.789764404,21.200284958,55.682849884,41.082771301,59.972770691,37.955299377,42.408851624,28.288627625,56.723129272,45.901805878,74.276031494,49.797809601,56.065937042,-174.18730164,85.772460938,-6.359143734,39.880371094,-6.5723156929,20.622570038,-15.322381973,7.8993930817,-21.577066422,4.9208703041,-18.391616821,5.5438170433,-15.85392189,2.573330164,-13.737218857,6.2695784569,-7.2826833725,7.2967648506,-7.7060732841,5.2009291649,-161.83076477,86.593894958,-7.1852087975,40.290866852,-6.6754040718,21.469522476,-14.868093491,8.7800521851,-21.258335114,5.8699421883,-19.768859863,5.1438546181,-16.481956482,3.6614155769,-13.766366005,6.9162731171,-7.8538627625,7.2274494171,-7.892182827,4.7657408714,-581.52984619,-3.7283415794,-84.371879578,-10.536480904,-56.761894226,-31.737949371,-67.782348633,-36.263412476,-66.8828125,-43.517982483,-61.947639465,-43.087413788,-60.109127045,-37.594860077,-55.972267151,-51.281406403,-56.459098816,-50.335849762,-64.416656494,-41.693885803,-1.9153860807,-0.30029383302,0.69501399994,-0.44479581714,0.049413602799,-0.52439886332,-0.38408622146,-0.41342005134,-0.29479399323,-0.39471414685,0.55674439669,0.11111040413,0.080226711929,-0.16909219325,-0.07992952317,-0.28293043375,0.057125743479,0.19980889559,0.16707548499,0.30526661873,86.445632935,24.491846085,10.986154556,8.5519218445,8.9683704376,8.8015556335,10.219673157,10.898150444,11.639713287,11.563609123,11.818840027,13.216369629,13.475063324,13.471266747,10.622024536,11.858846664,12.062765121,10.325791359,10.62754631,10.590275764,Electronic
47072,15.391851425,7.1080446243,1.2805931568,3.5328524113,-0.013863049448,0.025683255866,0.21411055326,0.3454105258,0.21380098164,0.072296023369,0.35571056604,0.072019197047,-0.23773866892,-0.18135173619,-0.24662365019,0.2848879993,0.73423326015,0.10819257796,0.023051343858,0.25847992301,-43.02456665,146.24958801,27.512748718,72.23274231,25.694143295,39.496128082,33.254909515,38.581958771,18.433940887,42.987236023,34.567661285,36.199939728,14.703269005,31.192256927,27.313589096,46.873771667,41.127155304,47.119926453,40.035980225,48.535121918,-179.51205444,95.402282715,-11.938364029,42.498699188,-7.0762338638,12.295068741,-8.8674221039,4.5528469086,-19.53285408,5.596988678,-13.718424797,-0.55781203508,-12.96282959,-0.9961848259,-11.446491241,2.2839548588,-8.7111797333,3.1438839436,-2.4095981121,6.028137207,-168.61715698,96.454467773,-12.121941566,44.122135162,-5.8944387436,13.003205299,-7.9313206673,4.9273924828,-19.519649506,5.6183114052,-14.025247574,-0.61927396059,-12.265343666,-4.7073456244e-14,-10.883272171,2.7810969353,-7.7721147537,3.1932556629,-1.4557642937,5.5516767502,-553.86444092,-8.881784197e-15,-59.91658783,-3.6415315208e-14,-53.828662872,-25.088420868,-52.640605927,-46.12392807,-60.260917664,-39.096191406,-62.043502808,-40.044490814,-47.890674591,-42.810424805,-53.61283493,-41.633033752,-55.435798645,-46.227489471,-45.3881073,-39.268817902,-3.5757074356,-1.9215999842,0.017653487623,-1.4076895714,-0.37261974812,-0.37178140879,-0.41948547959,-0.42288514972,-0.016387088224,-0.0091856205836,-0.027775643393,0.016825966537,-0.24642939866,-0.28970068693,-0.15553714335,-0.1176699549,-0.35101282597,-0.097086422145,-0.24735845625,0.15572714806,73.279953003,21.31416893,8.6292457581,10.757580757,9.4752235413,8.5995988846,10.484205246,10.659499168,10.863698959,10.624736786,12.188135147,10.993888855,9.5862464905,11.601251602,12.650866508,11.432847977,13.148488998,13.198437691,12.174768448,11.649785042,Electronic
47073,12.36147213,4.9668030739,1.9275926352,1.4430021048,1.758775115,0.75767427683,0.25663083792,0.84942698479,1.0083608627,0.28631141782,-0.26590195298,2.1246991158,0.33685019612,0.14792567492,0.10631795228,0.52435684204,1.2553730011,0.28488707542,1.0900248289,0.67752999067,-19.986574173,169.41497803,35.836940765,56.027755737,19.480745316,40.248176575,20.764232635,55.212810516,44.850849152,44.015354156,23.688022614,48.151664734,34.572048187,42.662258148,26.855182648,42.013328552,36.981567383,35.836357117,27.045730591,45.211147308,-157.72363281,109.21574402,-9.921251297,26.99587822,-11.713563919,13.534475327,-12.041150093,9.146736145,-13.362778664,6.9881033897,-11.585283279,6.3167219162,-8.6262779236,5.7501649857,-8.8534889221,4.3086986542,-8.0665626526,4.023006916,-6.4038596153,3.9581520557,-145.323349,115.22631073,-7.7806768417,28.43120575,-10.349379539,14.583597183,-11.811825752,9.7076931,-13.813344955,6.972155571,-10.778453827,6.8809800148,-7.4011588097,6.2207479477,-7.7021327019,4.8765473366,-6.6452903748,4.2452664375,-5.5499849319,4.3538970947,-560.50268555,-6.8389738317e-14,-79.986312866,-37.068332672,-68.559844971,-39.834129333,-53.305747986,-38.593296051,-53.613449097,-29.746603012,-46.76052475,-42.222858429,-48.967956543,-37.128108978,-45.557933807,-36.128128052,-58.204681396,-33.999076843,-54.635307312,-39.709373474,-3.2208895683,-1.8542926311,-0.88349890709,-0.95374435186,-0.96127611399,-0.59399032593,-0.27138718963,-0.20516073704,0.42525735497,0.048862047493,-0.25704601407,-0.68599206209,-0.28831347823,-0.16515491903,-0.091899618506,-0.26152652502,-0.83396178484,-0.22532770038,-0.58315074444,-0.37747934461,87.252357483,27.517887115,12.640404701,12.359204292,11.228526115,10.151545525,9.2110300064,9.0468225479,11.875418663,10.197319031,11.019252777,11.266849518,11.842858315,11.383338928,11.201916695,11.048183441,10.030779839,9.1160850525,11.075376511,10.655625343,Electronic
47074,0.91809779406,1.908985734,2.8918533325,0.55615013838,0.4240719974,0.24070096016,0.13262741268,-0.039352104068,0.98314923048,2.2670001984,0.08316398412,0.93789178133,0.36206409335,0.078527651727,0.13968972862,0.087488211691,0.10215705633,-0.051363501698,0.2154097259,0.28857269883,-52.973945618,223.89900208,102.1111908,65.027992249,62.431621552,51.167545319,35.227695465,47.492656708,54.607524872,65.389183044,29.824735641,27.805355072,21.401094437,25.814193726,26.086126328,28.692605972,27.443759918,30.299354553,31.176153183,36.794425964,-205.63659668,151.15913391,2.8735449314,30.522586823,6.8284220695,15.936416626,-4.3297886848,10.789187431,1.7608671188,16.84821701,-1.0802936554,0.87997221947,-4.2553524971,4.9394235611,-2.3663172722,3.6121726036,-0.9375706315,2.5707783699,0.48364305496,2.8695268631,-182.38897705,147.24549866,1.7637587786,32.489253998,3.1953134537,16.407762527,-5.5135626793,10.569998741,-0.69989591837,15.75647831,-1.6226125956,2.4325158596,-4.4543166161,4.857006073,-2.7816033363,3.639195919,-1.2882813215,2.8322508335,-0.098109699786,2.7125604153,-537.85943604,-5.6843418861e-14,-71.085357666,-20.019561768,-34.071346283,-21.045726776,-43.272281647,-17.727388382,-28.088718414,-16.271335602,-27.664207458,-40.579864502,-33.510124207,-25.415473938,-29.795003891,-20.046295166,-23.96506691,-24.247529984,-22.562891006,-21.85824585,-0.91531598568,-0.32808455825,0.59182071686,-0.72045767307,0.89256381989,-0.24762521684,0.43370205164,0.052313603461,0.91845077276,0.99098479748,0.2732770443,-0.8568020463,0.067855097353,-0.061933610588,0.33987280726,0.050967410207,0.25454735756,-0.087966613472,0.44736129045,0.19771771133,84.192436218,31.294229507,22.266168594,13.581618309,15.953403473,9.8397350311,10.271889687,8.4513692856,11.917392731,9.6186790466,8.3842945099,10.091265678,7.2022871971,6.3823361397,6.6944737434,6.7215213776,7.2110419273,7.3492741585,7.6192350388,7.7145590782,Electronic
47075,13.803387642,5.7903456688,9.1005563736,0.90016669035,1.9968855381,-0.14887657762,1.4035561085,-0.08601333946,0.19421109557,1.460824728,0.30512025952,0.52161645889,0.0030579646118,-0.059374168515,0.12941165268,1.0427561998,0.27026689053,1.8562948704,2.121948719,3.8802425861,-73.924087524,157.93521118,55.308002472,61.864227295,36.776195526,43.577991486,22.282211304,36.124897003,18.951238632,77.148605347,19.074197769,35.592544556,19.874732971,36.992328644,22.276123047,53.185386658,35.665977478,59.712036133,46.733562469,71.303184509,-200.00743103,105.35077667,-13.897439003,30.793561935,-13.267802238,12.494506836,-16.862306595,6.1860904694,-16.626274109,5.8027553558,-13.558084488,3.8653948307,-12.98766613,2.5408263206,-11.9848032,4.2870311737,-7.4093060493,5.5353813171,-5.2202420235,5.4495005608,-181.43356323,109.5030365,-14.516263008,32.469165802,-12.638273239,13.596830368,-17.078680038,6.6345243454,-16.981786728,5.8696107864,-13.185835838,3.9144597054,-12.97782135,2.9420681,-11.968883514,3.614004612,-8.2508592606,3.7435195446,-6.3328728676,4.0371880531,-619.94647217,-5.5067062021e-14,-75.233184814,-7.8183221817,-62.137836456,-21.606199265,-50.300720215,-25.308498383,-51.281726837,-27.015167236,-56.508628845,-30.502565384,-45.510250092,-28.179508209,-46.532444,-30.126314163,-46.368469238,-30.210298538,-36.237194061,-24.964918137,-3.6874945164,-1.8975795507,1.952606678,-0.84253185987,0.52255308628,-0.39976689219,0.44957464933,-0.2236533165,0.25440651178,0.33685410023,-0.12222269922,-0.14594516158,-0.053111068904,-0.17249540985,-0.17947040498,0.44480514526,0.37212732434,1.0012413263,0.97698736191,1.3751335144,87.925827026,23.217458725,13.032727242,9.7409000397,11.256439209,8.8136959076,10.072511673,7.7966451645,10.209078789,8.3841791153,9.7814912796,8.0621480942,8.6818065643,8.1889095306,8.765955925,9.1800384521,10.259480476,10.065564156,9.6155538559,9.5971803665,Electronic
